Time Stamp,CPU0 (0x14e4) [FW 4.98.23.71],CPU0 CORES CORE0 Temp,CPU0 CORES CORE1 Temp,CPU0 CORES CORE2 Temp,CPU0 CORES CORE3 Temp,CPU0 CORES CORE4 Temp,CPU0 CORES CORE5 Temp,CPU0 CORES CORE6 Temp,CPU0 CORES CORE7 Temp,CPU0 CORES CORE8 Temp,CPU0 CORES CORE9 Temp,CPU0 CORES CORE10 Temp,CPU0 CORES CORE11 Temp,CPU0 CORES CORE12 Temp,CPU0 CORES CORE13 Temp,CPU0 CORES CORE14 Temp,CPU0 CORES CORE15 Temp,CPU0 CORES CORE0 Freq Eff,CPU0 CORES CORE1 Freq Eff,CPU0 CORES CORE2 Freq Eff,CPU0 CORES CORE3 Freq Eff,CPU0 CORES CORE4 Freq Eff,CPU0 CORES CORE5 Freq Eff,CPU0 CORES CORE6 Freq Eff,CPU0 CORES CORE7 Freq Eff,CPU0 CORES CORE8 Freq Eff,CPU0 CORES CORE9 Freq Eff,CPU0 CORES CORE10 Freq Eff,CPU0 CORES CORE11 Freq Eff,CPU0 CORES CORE12 Freq Eff,CPU0 CORES CORE13 Freq Eff,CPU0 CORES CORE14 Freq Eff,CPU0 CORES CORE15 Freq Eff,CPU0 CORES CORE0 C0,CPU0 CORES CORE1 C0,CPU0 CORES CORE2 C0,CPU0 CORES CORE3 C0,CPU0 CORES CORE4 C0,CPU0 CORES CORE5 C0,CPU0 CORES CORE6 C0,CPU0 CORES CORE7 C0,CPU0 CORES CORE8 C0,CPU0 CORES CORE9 C0,CPU0 CORES CORE10 C0,CPU0 CORES CORE11 C0,CPU0 CORES CORE12 C0,CPU0 CORES CORE13 C0,CPU0 CORES CORE14 C0,CPU0 CORES CORE15 C0,CPU0 CORES CORE0 CC1,CPU0 CORES CORE1 CC1,CPU0 CORES CORE2 CC1,CPU0 CORES CORE3 CC1,CPU0 CORES CORE4 CC1,CPU0 CORES CORE5 CC1,CPU0 CORES CORE6 CC1,CPU0 CORES CORE7 CC1,CPU0 CORES CORE8 CC1,CPU0 CORES CORE9 CC1,CPU0 CORES CORE10 CC1,CPU0 CORES CORE11 CC1,CPU0 CORES CORE12 CC1,CPU0 CORES CORE13 CC1,CPU0 CORES CORE14 CC1,CPU0 CORES CORE15 CC1,CPU0 CORES CORE0 CC6,CPU0 CORES CORE1 CC6,CPU0 CORES CORE2 CC6,CPU0 CORES CORE3 CC6,CPU0 CORES CORE4 CC6,CPU0 CORES CORE5 CC6,CPU0 CORES CORE6 CC6,CPU0 CORES CORE7 CC6,CPU0 CORES CORE8 CC6,CPU0 CORES CORE9 CC6,CPU0 CORES CORE10 CC6,CPU0 CORES CORE11 CC6,CPU0 CORES CORE12 CC6,CPU0 CORES CORE13 CC6,CPU0 CORES CORE14 CC6,CPU0 CORES CORE15 CC6,CPU0 CORES CORE0 OS PState,CPU0 CORES CORE1 OS PState,CPU0 CORES CORE2 OS PState,CPU0 CORES CORE3 OS PState,CPU0 CORES CORE4 OS PState,CPU0 CORES CORE5 OS PState,CPU0 CORES CORE6 OS PState,CPU0 CORES CORE7 OS PState,CPU0 CORES CORE8 OS PState,CPU0 CORES CORE9 OS PState,CPU0 CORES CORE10 OS PState,CPU0 CORES CORE11 OS PState,CPU0 CORES CORE12 OS PState,CPU0 CORES CORE13 OS PState,CPU0 CORES CORE14 OS PState,CPU0 CORES CORE15 OS PState,CPU0 CORES CORE0 CPPC MAX Freq,CPU0 CORES CORE1 CPPC MAX Freq,CPU0 CORES CORE2 CPPC MAX Freq,CPU0 CORES CORE3 CPPC MAX Freq,CPU0 CORES CORE4 CPPC MAX Freq,CPU0 CORES CORE5 CPPC MAX Freq,CPU0 CORES CORE6 CPPC MAX Freq,CPU0 CORES CORE7 CPPC MAX Freq,CPU0 CORES CORE8 CPPC MAX Freq,CPU0 CORES CORE9 CPPC MAX Freq,CPU0 CORES CORE10 CPPC MAX Freq,CPU0 CORES CORE11 CPPC MAX Freq,CPU0 CORES CORE12 CPPC MAX Freq,CPU0 CORES CORE13 CPPC MAX Freq,CPU0 CORES CORE14 CPPC MAX Freq,CPU0 CORES CORE15 CPPC MAX Freq,CPU0 CORES CORE0 CPPC MIN Freq,CPU0 CORES CORE1 CPPC MIN Freq,CPU0 CORES CORE2 CPPC MIN Freq,CPU0 CORES CORE3 CPPC MIN Freq,CPU0 CORES CORE4 CPPC MIN Freq,CPU0 CORES CORE5 CPPC MIN Freq,CPU0 CORES CORE6 CPPC MIN Freq,CPU0 CORES CORE7 CPPC MIN Freq,CPU0 CORES CORE8 CPPC MIN Freq,CPU0 CORES CORE9 CPPC MIN Freq,CPU0 CORES CORE10 CPPC MIN Freq,CPU0 CORES CORE11 CPPC MIN Freq,CPU0 CORES CORE12 CPPC MIN Freq,CPU0 CORES CORE13 CPPC MIN Freq,CPU0 CORES CORE14 CPPC MIN Freq,CPU0 CORES CORE15 CPPC MIN Freq,CPU0 INFRASTRUCTURE Limit STAPM,CPU0 INFRASTRUCTURE Value STAPM,CPU0 INFRASTRUCTURE Limit PPT FAST,CPU0 INFRASTRUCTURE Value PPT FAST,CPU0 INFRASTRUCTURE Limit PPT SLOW,CPU0 INFRASTRUCTURE Value PPT SLOW,CPU0 INFRASTRUCTURE Limit PPT APU ONLY,CPU0 INFRASTRUCTURE Value PPT APU ONLY,CPU0 INFRASTRUCTURE Limit TDC,CPU0 INFRASTRUCTURE Value TDC,CPU0 INFRASTRUCTURE Limit THM,CPU0 INFRASTRUCTURE Value THM,CPU0 INFRASTRUCTURE Limit STT APU,CPU0 INFRASTRUCTURE Value STT APU,CPU0 INFRASTRUCTURE Limit STT HS2,CPU0 INFRASTRUCTURE Value STT HS2,CPU0 Power Correlation SOCKET Power,CPU0 SVI Set Voltage VDDCR_VDD,CPU0 SVI Telemetry Voltage VDDCR_VDD,CPU0 SVI Telemetry Current VDDCR_VDD,CPU0 SVI Telemetry Power VDDCR_VDD,CPU0 SVI Telemetry Temp VDDCR_VDD,CPU0 SVI Set Voltage VDDCR_SOC,CPU0 SVI Telemetry Voltage VDDCR_SOC,CPU0 SVI Telemetry Current VDDCR_SOC,CPU0 SVI Telemetry Power VDDCR_SOC,CPU0 SVI Telemetry Temp VDDCR_SOC,CPU0 SVI Set Voltage VDD_MISC,CPU0 SVI Telemetry Voltage VDD_MISC,CPU0 SVI Telemetry Current VDD_MISC,CPU0 SVI Telemetry Power VDD_MISC,CPU0 SVI Telemetry Temp VDD_MISC,CPU0 EDC EDC Limit,CPU0 EDC Peak Telemetry Current,CPU0 EDC PCC Limit,CPU0 EDC PCC Residency,CPU0 GFX GFX Temp,CPU0 GFX GFX Freq Eff,CPU0 GFX GFX Busy,CPU0 GFX GFX GFXOFF,CPU0 GMI BER GMI0 Master Threhold,CPU0 GMI BER GMI1 Master Threhold,CPU0 GMI BER GMI0 Slave Threhold,CPU0 GMI BER GMI1 Slave Threhold,CPU0 GMI BER GMI0 Master Accumulator,CPU0 GMI BER GMI1 Master Accumulator,CPU0 GMI BER GMI0 Slave Accumulator,CPU0 GMI BER GMI1 Slave Accumulator,CPU0 MISC VRHOT Residency,CPU0 MISC PROCHOT Residency,CPU0 MISC PC6 Residency All CCXs,CPU0 MISC PC6 Residency CCX0,CPU0 MISC PC6 Residency CCX1,CPU0 MISC VDD OFF Residency,CPU0 MISC S0i3 with GFX On Count,CPU0 MISC S0i3 All Cycles Count,CPU0 MISC dGPU Power,CPU0 MISC dGPU PDG Request,CPU0 MISC Power Source,CPU0 MISC STAPM Time Constant,CPU0 MISC Slow PPT Time Constant,
--[ 16.09.2025 14:37:05.291 ] --,CPU0 (0x14e4),80.147,87.048,82.477,89.536,83.050,89.876,82.152,88.683,80.155,82.107,83.695,83.892,84.383,85.341,83.754,83.809,3.542,3.542,3.540,3.542,3.542,3.542,3.542,3.542,3.631,3.631,3.631,3.631,3.631,3.631,3.631,3.631,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.447,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.476,195.000,134.036,162.000,133.438,85.000,0.000,140.000,139.999,100.000,89.899,0.000,0.000,0.000,0.000,134.044,0.831,0.791,140.006,110.818,81.001,0.955,0.945,9.244,8.736,47.924,1.100,1.100,6.848,7.531,53.011,176.000,184.000,212.000,0.00,72.741,4.68,0.39,98.70,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:06.302 ] --,CPU0 (0x14e4),80.138,87.078,82.499,89.546,82.963,89.849,82.124,88.662,80.202,82.230,83.720,84.077,84.390,85.499,83.741,83.873,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.631,3.631,3.631,3.631,3.631,3.631,3.631,3.631,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.531,195.000,134.007,162.000,133.466,85.000,0.000,140.000,140.002,100.000,89.875,0.000,0.000,0.000,0.000,133.999,0.831,0.791,139.995,110.828,81.002,0.955,0.945,9.237,8.730,47.947,1.100,1.100,6.800,7.479,53.004,176.000,182.250,212.000,0.00,72.757,4.67,0.35,98.70,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:07.310 ] --,CPU0 (0x14e4),80.193,87.029,82.412,89.496,82.969,89.750,82.110,88.550,80.251,82.225,83.741,84.110,84.355,85.612,83.773,83.901,3.539,3.539,3.539,3.539,3.539,3.539,3.539,3.539,3.628,3.628,3.628,3.628,3.627,3.628,3.628,3.628,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.447,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.585,195.000,133.938,162.000,133.491,85.000,0.000,140.000,140.005,100.000,89.787,0.000,0.000,0.000,0.000,133.940,0.830,0.791,140.011,110.786,81.001,0.955,0.945,9.231,8.725,47.979,1.100,1.100,6.825,7.505,53.005,176.000,177.000,212.000,0.00,72.744,5.52,0.56,97.78,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:08.319 ] --,CPU0 (0x14e4),80.390,86.958,82.518,89.437,82.983,89.748,82.024,88.552,80.537,82.042,83.789,84.104,84.395,85.627,83.704,83.941,3.528,3.528,3.528,3.528,3.528,3.528,3.528,3.528,3.617,3.617,3.617,3.617,3.617,3.617,3.617,3.617,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.640,195.000,133.693,162.000,133.499,85.000,0.000,140.000,139.994,100.000,89.769,0.000,0.000,0.000,0.000,133.699,0.829,0.789,139.997,110.570,81.002,0.955,0.945,9.218,8.712,47.968,1.100,1.100,6.824,7.506,53.020,176.000,187.500,212.000,0.00,72.804,4.53,0.40,98.68,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:09.326 ] --,CPU0 (0x14e4),80.392,87.030,82.506,89.560,82.992,89.938,82.081,88.712,80.211,81.909,83.785,84.093,84.499,85.525,83.804,83.967,3.527,3.527,3.527,3.527,3.527,3.527,3.527,3.527,3.617,3.617,3.617,3.617,3.617,3.617,3.617,3.617,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.694,195.000,133.713,162.000,133.502,85.000,0.000,140.000,140.004,100.000,89.958,0.000,0.000,0.000,0.000,133.706,0.829,0.790,139.998,110.594,81.000,0.955,0.945,9.216,8.710,47.965,1.100,1.100,6.824,7.505,53.015,176.000,182.250,212.000,0.00,72.756,5.44,0.57,98.08,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:10.335 ] --,CPU0 (0x14e4),80.291,87.039,82.418,89.566,82.869,90.197,82.060,88.658,80.269,82.072,83.729,84.172,84.345,85.591,83.825,84.127,3.521,3.521,3.521,3.521,3.521,3.521,3.521,3.521,3.609,3.610,3.610,3.610,3.610,3.610,3.610,3.610,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.748,195.000,133.427,162.000,133.500,85.000,0.000,140.000,140.000,100.000,90.199,0.000,0.000,0.000,0.000,133.429,0.828,0.788,140.003,110.404,81.003,0.955,0.945,9.168,8.665,47.973,1.100,1.100,6.826,7.507,53.018,176.000,177.000,212.000,0.00,72.766,4.49,0.40,98.71,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:11.344 ] --,CPU0 (0x14e4),80.254,86.956,82.407,89.519,82.862,90.171,81.955,88.656,80.130,81.996,83.708,84.208,84.329,85.483,83.711,84.077,3.524,3.524,3.524,3.524,3.524,3.524,3.524,3.524,3.613,3.613,3.613,3.613,3.613,3.613,3.613,3.613,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.802,195.000,133.513,162.000,133.497,85.000,0.000,140.000,139.997,100.000,90.172,0.000,0.000,0.000,0.000,133.517,0.829,0.789,139.997,110.536,81.000,0.955,0.945,9.167,8.665,47.938,1.100,1.100,6.817,7.498,53.013,176.000,183.250,212.000,0.00,72.747,5.51,0.52,98.06,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:12.353 ] --,CPU0 (0x14e4),80.145,86.941,82.203,89.488,82.696,90.143,81.883,88.632,80.244,81.988,83.702,84.203,84.233,85.534,83.665,84.148,3.523,3.523,3.523,3.523,3.523,3.523,3.523,3.523,3.611,3.611,3.611,3.611,3.611,3.611,3.611,3.611,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.855,195.000,133.410,162.000,133.495,85.000,0.000,140.000,140.004,100.000,90.146,0.000,0.000,0.000,0.000,133.405,0.828,0.788,140.003,110.395,81.000,0.955,0.945,9.159,8.657,47.956,1.100,1.100,6.819,7.499,53.023,176.000,180.750,212.000,0.00,72.732,5.11,0.44,98.68,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:13.363 ] --,CPU0 (0x14e4),80.409,87.068,82.551,89.555,82.887,90.216,82.017,88.672,80.473,82.070,83.867,84.213,84.417,85.568,83.799,84.108,3.525,3.525,3.525,3.525,3.525,3.525,3.525,3.525,3.613,3.613,3.613,3.613,3.611,3.613,3.613,3.613,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.447,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.909,195.000,133.503,162.000,133.495,85.000,0.000,140.000,139.995,100.000,90.218,0.000,0.000,0.000,0.000,133.513,0.828,0.789,140.001,110.462,81.000,0.955,0.945,9.185,8.681,47.957,1.100,1.100,6.850,7.534,53.027,176.000,183.000,212.000,0.00,72.705,5.69,0.53,98.11,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:14.372 ] --,CPU0 (0x14e4),80.394,86.918,82.828,89.432,82.915,90.056,81.968,88.576,80.544,81.918,83.761,84.172,84.458,85.434,83.732,84.125,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,106.963,195.000,133.322,162.000,133.495,85.000,0.000,140.000,140.002,100.000,90.058,0.000,0.000,0.000,0.000,133.312,0.828,0.788,139.994,110.354,81.000,0.955,0.945,9.145,8.644,47.926,1.100,1.100,6.825,7.506,53.026,176.000,179.500,212.000,0.00,72.759,5.76,0.58,98.02,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:15.381 ] --,CPU0 (0x14e4),80.355,86.980,82.722,89.473,82.828,90.097,81.887,88.563,80.192,81.879,83.673,84.052,84.295,85.342,83.718,84.031,3.524,3.524,3.524,3.524,3.524,3.524,3.524,3.524,3.609,3.611,3.611,3.611,3.611,3.611,3.611,3.611,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.447,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,107.016,195.000,133.371,162.000,133.494,85.000,0.000,140.000,139.999,100.000,90.098,0.000,0.000,0.000,0.000,133.372,0.827,0.788,139.999,110.333,81.000,0.955,0.945,9.176,8.673,47.944,1.100,1.100,6.851,7.535,53.038,176.000,177.500,212.000,0.00,72.721,4.63,0.33,98.47,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
--[ 16.09.2025 14:37:16.390 ] --,CPU0 (0x14e4),80.341,86.950,82.709,89.474,82.882,90.096,81.880,88.601,80.107,81.876,83.488,84.092,84.229,85.447,83.695,84.089,3.520,3.520,3.520,3.520,3.520,3.520,3.520,3.520,3.607,3.607,3.607,3.607,3.607,3.607,3.607,3.607,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,5.450,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,135.000,107.070,195.000,133.314,162.000,133.494,85.000,0.000,140.000,140.004,100.000,90.098,0.000,0.000,0.000,0.000,133.316,0.827,0.788,140.008,110.336,81.001,0.955,0.945,9.155,8.653,47.963,1.100,1.100,6.819,7.500,53.024,176.000,184.000,212.000,0.00,72.700,4.66,0.38,98.70,25.000,25.000,25.000,25.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.000,0.0,AC  ,500,30,
