date,time,1:t_gpu,1:t_mem,1:gpc_clk,1:slowdown,1:clk_mem,1:gpc_util,1:fb_util,1:video_util,1:gpu_state,1:p_state,1:gpu_ts_ns,1:pwr_tgp,1:pwr_nvvdd,1:pwr_fbvdd,1:NVVDD,1:pcie_gpu_width,1:pcie_gpu_L0s,1:pcie_gpu_L1,1:pcie_gpu_speed,1:pcie_root_width,1:pcie_root_L0s,1:pcie_root_L1,1:pcie_root_speed,1:GPU_CE,1:GPU_NF,1:GPU_FE,1:GPU_UR,1:ROOT_CE,1:ROOT_NF,1:ROOT_FE,1:ROOT_UR,1:pcie_bw_TX,1:pcie_bw_RX,1:Total_Time_GC6,1:Total_Time_Enter_GC6,1:Total_Time_Exit_GC6,1:GC6_Transition_Count,1:Not_Enter_GC6_Reason,1:d_notifier_limit,1:thml_cap,1:pwr_cap,1:volt_cap,1:pstate_cap,1:capping_reason,1:cpu_clk,1:?,1:?,1:cpu_temp,1:cpu_tdp,1:cpu_prochot,1:cpu_pl1,1:cpu_pl2,1:cpu_tcc,1:DB-DC_TPP_Limit,1:DC_CPU_TDP_Limit(mW),1:TPP_Measured,1:DB-DC_ROS_reserve,1:DB-DC_Batt_Current_Limit,1:Batt_Drain_Rate(mW),1:Batt_Voltage,1:ppab_state,1:AC_Target_TPP_Limit,1:AC_Baseline_TGP_mode_2,1:AC_Max_GPU_Offset,1:AC_Min_GPU_Offset,1:AC_TPP_Target,1:DC_ROS_Reserve_Override,1:Highest_Perf,1:Max_Perf_Level,1:AC_DC,1:charge_level,1:full_capacity,1:remaining_capacity,1:fan_rpm,1:fan_arbiter_policy,1:bJPACPlatformEnabled,1:updateEventCount,1:sysTspW,1:SL_Value,1:TbandIndex0_CurrIndex,1:TbandIndex0_CurrTemp,1:TbandIndex1_CurrIndex,1:TbandIndex1_CurrTemp,1:TbandIndex2_CurrIndex,1:TbandIndex2_CurrTemp,1:TbandIndex3_CurrIndex,1:TbandIndex3_CurrTemp,1:TbandIndex4_CurrIndex,1:TbandIndex4_CurrTemp,1:TbandIndex5_CurrIndex,1:TbandIndex5_CurrTemp,1:TbandIndex6_CurrIndex,1:TbandIndex6_CurrTemp,1:TbandIndex7_CurrIndex,1:TbandIndex7_CurrTemp,1:gpu_energy0,1:gpu_energy1,1:gpu_energy3,1:gpu_energy5,1:gpu_energy10,1:gpu_energy12,1:gpu_energy18,1:gpu_energy19,1:gpu_energy27,1:?,1:pwr_ch0,1:pwr_ch1,1:pwr_ch3,1:pwr_ch5,1:pwr_ch10,1:pwr_ch12,1:pwr_ch18,1:pwr_ch19,1:pwr_ch27,1:cpu_ts_ms
2024/04/17,18:52:28,59.7539,52,2355,100 %,8000,97,1,0,ON,0,1713351148431040160,N/A,N/A,N/A,0.935000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,0,?,?,51,1994.76,0,95.00,150.00,97,N/A,N/A,2068.512207,N/A,N/A,0,15721,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1018196,526904,227014,431180,148538,475622,210217,192538,227013,?,73756,65121,5635,70756,3000,8635,109277,105173,5635,92998
2024/04/17,18:52:29,61.2188,52,2355,100 %,8000,98,1,0,ON,0,1713351149522767680,N/A,N/A,N/A,0.930000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,4271,?,?,56,37.22,0,95.00,150.00,97,N/A,N/A,171.359863,N/A,N/A,0,15721,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1174776,664649,233672,576246,151759,485427,316360,294397,233672,?,134141,125122,6019,131141,3000,9019,105959,96241,6019,94094
2024/04/17,18:52:30,62.1367,54,2370,100 %,8000,98,1,0,ON,0,1713351150621249152,N/A,N/A,N/A,0.930000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,3755,?,?,53,32.58,0,95.00,150.00,97,N/A,N/A,166.816299,N/A,N/A,0,15721,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1324773,802461,240346,722318,155000,495280,422374,399195,240350,?,134237,125237,6000,131237,3000,9000,104524,102424,6000,95187
2024/04/17,18:52:31,63.4844,54,2370,100 %,8000,98,1,0,ON,0,1713351151736782688,138127,129106,6021,0.935000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,3793,?,?,49,26.17,0,95.00,150.00,97,N/A,N/A,164.301208,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1484354,947192,247155,875069,158291,505298,533010,506324,247156,?,138127,129106,6021,135127,3000,9021,112205,105242,6021,96288
2024/04/17,18:52:32,46.6445,54,2640,100 %,8000,12,0,0,ON,0,1713351152884060416,86567,78033,5534,1.005000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,3606,?,?,88,75.60,0,95.00,150.00,97,N/A,N/A,162.164734,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1591399,1038373,253587,972216,161682,515066,602491,576903,253591,?,86567,78033,5534,83567,3000,8534,8399,8429,5534,97412
2024/04/17,18:52:33,58.4375,54,2235,100 %,8000,99,1,0,ON,0,1713351153995213408,43031,34788,5243,0.890000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,3696,?,?,95,145.79,0,95.00,150.00,97,N/A,N/A,188.818756,N/A,N/A,0,15727,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1639890,1074481,259494,1017291,164965,524170,632361,608446,259493,?,43031,34788,5243,40031,3000,8243,89229,88280,5243,98555
2024/04/17,18:52:35,60.8164,54,2205,100 %,8000,99,1,0,ON,0,1713351155109535200,115223,106212,6011,0.885000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,3586,?,?,89,136.66,0,95.00,150.00,97,N/A,N/A,251.881744,N/A,N/A,0,15727,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1773277,1192848,266282,1144005,168252,534171,727956,705055,266279,?,115223,106212,6011,112223,3000,9011,89941,85995,6011,99666
2024/04/17,18:52:36,61.9922,54,2190,100 %,8000,99,1,0,ON,0,1713351156216148800,115074,106093,5981,0.880000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,3533,?,?,89,132.56,0,95.00,150.00,97,N/A,N/A,247.630951,N/A,N/A,0,15727,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1905625,1310128,272989,1269675,171526,544078,823834,800572,272986,?,115074,106093,5981,112074,3000,8981,89295,88374,5981,100780
2024/04/17,18:52:37,62.4219,56,2220,100 %,8000,99,1,0,ON,0,1713351157329239264,115050,106136,5914,0.885000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,3419,?,?,80,120.34,0,95.00,150.00,97,N/A,N/A,235.390686,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2036278,1428255,279661,1396052,174811,553960,917208,896521,279656,?,115050,106136,5914,112050,3000,8914,82596,88071,5914,101892
2024/04/17,18:52:38,63.1992,56,2205,100 %,8000,99,1,0,ON,0,1713351158433905920,115099,106212,5887,0.885000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,2992,?,?,72,89.54,0,95.00,150.00,97,N/A,N/A,204.643936,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2166262,1545490,286253,1521528,178066,563745,1010070,991617,286246,?,115099,106212,5887,112099,3000,8887,89071,87639,5887,102995
2024/04/17,18:52:39,63.1406,56,2190,100 %,8000,98,1,0,ON,0,1713351159572331808,114925,105998,5927,0.875000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,2664,?,?,67,70.98,0,95.00,150.00,97,N/A,N/A,185.909378,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2301213,1666120,293097,1650636,181426,573870,1106070,1089306,293084,?,114925,105998,5927,111925,3000,8927,88280,86557,5927,104120
2024/04/17,18:52:40,63.0273,58,2175,100 %,8000,98,1,0,ON,0,1713351160692565792,114770,105804,5966,0.880000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,2336,?,?,63,57.00,0,95.00,150.00,97,N/A,N/A,171.769714,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2432694,1784585,299869,1777512,184736,583878,1195456,1185090,299856,?,114770,105804,5966,111770,3000,8966,90160,83935,5966,105242
2024/04/17,18:52:41,64.0859,58,2220,100 %,8000,98,1,0,ON,0,1713351161819926528,114999,106070,5929,0.890000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,2028,?,?,60,47.03,0,95.00,150.00,97,N/A,N/A,162.031677,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2566772,1905194,306638,1905456,188063,593907,1290076,1278809,306629,?,114999,106070,5929,111999,3000,8929,86946,85284,5929,106369
2024/04/17,18:52:42,65.1758,58,2265,100 %,7000,98,1,0,ON,3,1713351162883361600,119253,110485,5768,0.890000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,2056,?,?,62,48.21,0,95.00,150.00,97,N/A,N/A,167.461700,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2697636,2023013,312854,2030716,191205,603210,1381242,1366317,312844,?,119253,110485,5768,116253,3000,8768,95370,94200,5768,107493
2024/04/17,18:52:43,64.6328,58,2235,100 %,8000,98,1,0,ON,0,1713351163947148608,120153,111684,5469,0.900000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,2076,?,?,62,48.13,0,95.00,150.00,97,N/A,N/A,168.279678,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2832385,2142867,318755,2156997,194346,612184,1469810,1452353,318740,?,120153,111684,5469,117153,3000,8469,94780,89403,5470,108563
2024/04/17,18:52:45,65.3477,58,2250,100 %,8000,98,1,0,ON,0,1713351165020514976,121383,112415,5968,0.905000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,2003,?,?,60,46.23,0,95.00,150.00,97,N/A,N/A,167.615738,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2966971,2264221,325245,2285751,197514,621777,1563084,1542452,325234,?,121383,112415,5968,118383,3000,8968,91230,88351,5968,109635
2024/04/17,18:52:46,65.7812,56,2280,100 %,7000,98,2,0,ON,3,1713351166080196512,123336,115162,5174,0.905000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1948,?,?,60,44.77,0,95.00,150.00,97,N/A,N/A,168.110855,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3103687,2386482,330801,2414961,200641,630439,1658136,1632364,330790,?,123336,115162,5174,120336,3000,8174,89455,88641,5174,110698
2024/04/17,18:52:47,66.1797,60,2250,100 %,8000,98,1,0,ON,0,1713351167214016736,124663,115806,5857,0.900000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,60,44.67,0,95.00,150.00,97,N/A,N/A,169.336533,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3251209,2518078,337529,2554733,203990,640435,1763512,1732813,337520,?,124663,115806,5857,121663,3000,8857,94262,90378,5857,111759
2024/04/17,18:52:48,66.3516,60,2250,100 %,8000,98,1,0,ON,0,1713351168347802624,125003,116645,5358,0.900000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,60,44.50,0,95.00,150.00,97,N/A,N/A,169.499237,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3393377,2650551,343686,2694897,207339,649870,1869091,1836898,343675,?,125003,116645,5358,122003,3000,8358,97507,94698,5357,112891
2024/04/17,18:52:49,66.3828,60,2250,100 %,8000,98,1,0,ON,0,1713351169474609952,125057,116088,5969,0.900000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1949,?,?,62,44.67,0,95.00,150.00,97,N/A,N/A,169.725403,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3540348,2781465,350510,2834266,210674,659933,1975182,1938583,350491,?,125057,116088,5969,122057,3000,8969,97972,92206,5969,114023
2024/04/17,18:52:50,66.3516,60,2250,100 %,8000,98,1,0,ON,0,1713351170598280160,125520,117539,4981,0.905000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1949,?,?,62,44.65,0,95.00,150.00,97,N/A,N/A,170.168442,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3688205,2913804,356179,2973754,213991,668850,2078540,2041814,356164,?,125520,117539,4981,122520,3000,7981,94293,92031,4981,115145
2024/04/17,18:52:51,66.6992,60,2250,100 %,8000,98,2,0,ON,0,1713351171723444992,125255,116899,5356,0.890000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,62,44.55,0,95.00,150.00,97,N/A,N/A,169.800583,N/A,N/A,0,15719,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3842017,3045244,362289,3113143,217318,678212,2181189,2146388,362272,?,125255,116899,5356,122255,3000,8356,27067,93827,5357,116271
2024/04/17,18:52:52,66.4375,58,2265,100 %,8000,98,2,0,ON,0,1713351172825242528,125237,116842,5395,0.900000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,62,44.91,0,95.00,150.00,97,N/A,N/A,170.151489,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3985928,3173857,368317,3249619,220573,687419,2280650,2248958,368296,?,125237,116842,5395,122237,3000,8395,95193,93730,5395,117403
2024/04/17,18:52:53,66.7852,60,2280,100 %,7000,98,1,0,ON,3,1713351173888765056,125121,116298,5823,0.905000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1949,?,?,62,44.62,0,95.00,150.00,97,N/A,N/A,169.745575,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4122064,3297420,374590,3381223,223718,696789,2378865,2347720,374573,?,125121,116298,5823,122121,3000,8823,96694,91338,5824,118506
2024/04/17,18:52:54,66.668,62,2235,100 %,8000,98,1,0,ON,0,1713351174963661632,125095,116534,5561,0.890000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,62,44.48,0,95.00,150.00,97,N/A,N/A,169.579376,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4263423,3423126,380645,3514201,226896,705947,2474756,2444779,380628,?,125095,116534,5561,122095,3000,8561,7342,89009,5561,119567
2024/04/17,18:52:56,66.957,62,2250,100 %,8000,98,1,0,ON,0,1713351176096800384,125333,117224,5109,0.900000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,63,44.60,0,95.00,150.00,97,N/A,N/A,169.930618,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4411024,3555915,386508,3654663,230247,715098,2579253,2550205,386495,?,125333,117224,5109,122333,3000,8109,96951,92337,5109,120643
2024/04/17,18:52:57,66.9258,60,2250,100 %,8000,98,2,0,ON,0,1713351177222221952,125368,116997,5371,0.900000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1949,?,?,62,44.31,0,95.00,150.00,97,N/A,N/A,169.673187,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4556941,3687623,392634,3794211,233577,724478,2680804,2652474,392621,?,125368,116997,5371,122368,3000,8371,94865,94153,5371,121771
2024/04/17,18:52:58,67.4727,60,2280,100 %,7000,98,2,0,ON,0,1713351178368834784,125410,116997,5413,0.905000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,62,44.52,0,95.00,150.00,97,N/A,N/A,169.927170,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4706675,3822133,398925,3936429,236963,734093,2784298,2757331,398910,?,125410,116997,5413,122410,3000,8413,99077,95725,5413,122895
2024/04/17,18:52:59,67.0703,60,2250,100 %,7000,98,2,0,ON,3,1713351179500389152,125012,116495,5517,0.905000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,62,44.60,0,95.00,150.00,97,N/A,N/A,169.609879,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4851416,3954467,405250,4076328,240302,743700,2883270,2858713,405237,?,125012,116495,5517,122012,3000,8517,7910,87154,5517,124041
2024/04/17,18:53:00,67.1562,62,2250,100 %,7000,98,2,0,ON,3,1713351180623686112,125745,117242,5503,0.900000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1949,?,?,62,44.78,0,95.00,150.00,97,N/A,N/A,170.520782,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4997501,4085721,411519,4216041,243614,753232,2987364,2963941,411501,?,125745,117242,5503,122745,3000,8503,94921,95711,5503,125175
2024/04/17,18:53:01,66.957,64,2250,100 %,8000,98,1,0,ON,0,1713351181762173440,125290,116814,5476,0.900000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1950,?,?,63,44.56,0,95.00,150.00,97,N/A,N/A,169.847794,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,5144515,4219049,417835,4357116,246974,762833,3092189,3066937,417820,?,125290,116814,5476,122290,3000,8476,90560,88836,5476,126296
2024/04/17,18:53:02,66.7539,64,2250,100 %,8000,98,1,0,ON,0,1713351182830703328,125236,117205,5031,0.905000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,62,44.55,0,95.00,150.00,97,N/A,N/A,169.786438,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,5284721,4344388,423279,4489451,250132,771377,3190998,3166733,423269,?,125236,117205,5031,122236,3000,8031,94349,91046,5031,127442
2024/04/17,18:53:03,67.1289,64,2265,100 %,8000,98,1,0,ON,0,1713351183894081984,125225,116879,5346,0.890000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1948,?,?,63,44.67,0,95.00,150.00,97,N/A,N/A,169.893997,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,5423475,4468858,429036,4621151,253273,780204,3288780,3265629,429031,?,125225,116879,5346,122225,3000,8346,101049,93443,5346,128504
2024/04/17,18:53:05,67.9609,62,2355,100 %,8000,98,2,0,ON,0,1713351185020875360,124639,116556,5083,0.905000,8,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,D1 - Unlimited,0,0,0,N/A,,1951,?,?,62,44.61,0,95.00,150.00,97,N/A,N/A,169.249725,N/A,N/A,0,15720,Enabled,170000,60000,25000,0,55000,0,-1,-1,AC,58,61150,35470,0,0,N/A,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,5568380,4599332,434838,4760050,256603,789265,3386990,3370144,434835,?,124639,116556,5083,121639,3000,8083,90746,97897,5083,129569
